"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046649","GO:0046649","lymphocyte activation","41/262","427/6818",3.12232734723981e-08,1.79360359835887e-06,1.61107221991107e-06,"IGHG1/IGHG2/B2M/MDK/ZFP36L1/HLA-DRA/IGHV1-18/IGHV3-7/IGHA1/IGHV5-51/HLA-A/IGHV3-11/IGLC2/HLA-DRB1/CCL2/LGALS3/IGKC/SLC39A7/TYROBP/VSIG4/AGER/SCGB1A1/ANXA1/HLA-DRB5/XBP1/IGHV3-23/IGHV3-30/PRDX1/HLA-DPA1/HLA-E/IGHV7-4-1/IGHV1-24/IGHV4-39/IGHV4-34/IGHV3-73/IGHV4-59/RPS3/LGALS1/IGHD/IGHV3-64D/EGR1",41
"GO:0042113","GO:0042113","B cell activation","24/262","178/6818",6.1363201969105e-08,3.42313736666599e-06,3.07477166159858e-06,"IGHG1/IGHG2/ZFP36L1/IGHV1-18/IGHV3-7/IGHA1/IGHV5-51/IGHV3-11/IGLC2/IGKC/SLC39A7/TYROBP/XBP1/IGHV3-23/IGHV3-30/IGHV7-4-1/IGHV1-24/IGHV4-39/IGHV4-34/IGHV3-73/IGHV4-59/LGALS1/IGHD/IGHV3-64D",24
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","22/262","152/6818",6.17974508489024e-08,3.42313736666599e-06,3.07477166159858e-06,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/ATP1B1/NDUFB7",22
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","12/262","45/6818",7.48155639355633e-08,4.07154174259855e-06,3.65718924722874e-06,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-C/HLA-DRB1/TAPBP/HLA-DRB5/HLA-DPA1/HLA-E/CTSE/PDIA3",12
"GO:0019646","GO:0019646","aerobic electron transport chain","14/262","65/6818",1.13922467603391e-07,6.09288783630548e-06,5.47282707343331e-06,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/CYTB/ND3/ND4/NDUFA1/ND6/ND1/NDUFB7",14
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","13/262","56/6818",1.27530906541789e-07,6.7050995269937e-06,6.02273522954709e-06,"ND5/NDUFS5/ND2/ND4L/ATP6/ND3/ND4/NDUFA1/ND6/ND1/ATP8/ATP5F1B/NDUFB7",13
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","8/262","18/6818",1.33940223143436e-07,6.92470953651565e-06,6.21999597650308e-06,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-C/HLA-DRB1/TAPBP/HLA-E",8
"GO:0006119","GO:0006119","oxidative phosphorylation","17/262","98/6818",1.44150533436497e-07,7.33040909377073e-06,6.58440831762568e-06,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/ATP6/CYTB/ND3/ND4/NDUFA1/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0001906","GO:0001906","cell killing","16/262","94/6818",4.44117968293514e-07,2.22202248007497e-05,1.99589178620192e-05,"IGHG1/B2M/GAPDH/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/TYROBP/LYZ/AGER/SCNN1B/TUBB4B/ROMO1/CHGA/PRDX1/HLA-E",16
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","14/262","73/6818",5.23884886982115e-07,2.53920456159144e-05,2.28079489447641e-05,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/CYTB/ND3/ND4/NDUFA1/ND6/ND1/NDUFB7",14
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","14/262","73/6818",5.23884886982115e-07,2.53920456159144e-05,2.28079489447641e-05,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/CYTB/ND3/ND4/NDUFA1/ND6/ND1/NDUFB7",14
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","28/262","260/6818",5.99610174951493e-07,2.86152425030697e-05,2.57031276614834e-05,"IGHG1/IGHG2/IGHV1-18/IGHV3-7/IGHA1/IGHV5-51/HLA-A/IGHV3-11/IGLC2/HLA-DRB1/LGALS3/IGKC/TYROBP/BPIFB1/PIGR/IGHV3-23/IGHV3-30/IGHV7-4-1/IGHV1-24/IGHV4-39/IGHV4-34/IGHV3-73/IGHV4-59/S100A14/RPS3/EZR/IGHD/IGHV3-64D",28
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","10/262","36/6818",6.21264911391305e-07,2.91994508353913e-05,2.62278823038721e-05,"ND5/NDUFS5/ND2/ND4L/ND3/ND4/NDUFA1/ND6/ND1/NDUFB7",10
"GO:0002396","GO:0002396","MHC protein complex assembly","7/262","17/6818",1.59677043529424e-06,7.28409101512165e-05,6.54280393533103e-05,"B2M/HLA-DRA/HLA-DRB1/TAPBP/HLA-DRB5/HLA-DPA1/PDIA3",7
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","7/262","17/6818",1.59677043529424e-06,7.28409101512165e-05,6.54280393533103e-05,"B2M/HLA-DRA/HLA-DRB1/TAPBP/HLA-DRB5/HLA-DPA1/PDIA3",7
"GO:0000302","GO:0000302","response to reactive oxygen species","17/262","117/6818",1.95250840828325e-06,8.6524015464209e-05,7.7718642958282e-05,"ND5/SDC1/GSTP1/H19/APOE/HBA2/SCGB1A1/GPX1/ANXA1/RACK1/ND6/ROMO1/PRDX1/AQP1/AREG/RPS3/RHOB",17
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","17/262","117/6818",1.95250840828325e-06,8.6524015464209e-05,7.7718642958282e-05,"COX2/ND5/NDUFS5/ENO1/ND2/ND4L/ATP6/ND3/ND4/H19/NDUFA1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0022904","GO:0022904","respiratory electron transport chain","14/262","83/6818",2.65370401149906e-06,0.000115940702023523,0.000104141653349711,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/CYTB/ND3/ND4/NDUFA1/ND6/ND1/NDUFB7",14
"GO:0019731","GO:0019731","antibacterial humoral response","10/262","42/6818",2.93181268745174e-06,0.000126312263284379,0.000113457721983695,"WFDC2/IGHA1/HLA-A/FGA/LGALS4/PGC/FAU/BPIFA1/HLA-E/IGKV3-20",10
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","17/262","123/6818",3.95113763403522e-06,0.000167896286859962,0.000150809824330082,"COX2/ND5/NDUFS5/ENO1/ND2/ND4L/ATP6/ND3/ND4/H19/NDUFA1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","6/262","13/6818",4.15847696483321e-06,0.000174318858715035,0.000156578784152397,"B2M/HLA-B/HLA-A/HLA-C/TAPBP/HLA-E",6
"GO:0009060","GO:0009060","aerobic respiration","17/262","125/6818",4.94502254399463e-06,0.000201834999098307,0.000181294663074152,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/ATP6/CYTB/ND3/ND4/NDUFA1/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","17/262","125/6818",4.94502254399463e-06,0.000201834999098307,0.000181294663074152,"COX2/ND5/NDUFS5/ENO1/ND2/ND4L/ATP6/ND3/ND4/H19/NDUFA1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","7/262","20/6818",5.76223815961016e-06,0.000232135880144295,0.000208511885283501,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/AGER/HLA-E",7
"GO:0001895","GO:0001895","retina homeostasis","8/262","28/6818",6.80150559975254e-06,0.000269346519862194,0.000241935674123733,"B2M/IGHA1/IGKC/LYZ/HSPB1/PIGR/ACTG1/PRDX1",8
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","17/262","128/6818",6.85956643104878e-06,0.000269346519862194,0.000241935674123733,"COX2/ND5/NDUFS5/ENO1/ND2/ND4L/ATP6/ND3/ND4/H19/NDUFA1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","7/262","21/6818",8.36178406833127e-06,0.000324228177249545,0.000291232137222011,"B2M/HLA-B/HLA-A/HLA-C/TAPBP/HLA-E/PDIA3",7
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","17/262","130/6818",8.48124997742543e-06,0.000324800462098441,0.000291746181809553,"COX2/ND5/NDUFS5/ENO1/ND2/ND4L/ATP6/ND3/ND4/H19/NDUFA1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","12/262","68/6818",8.59796570631664e-06,0.000325254751475539,0.000292154239083699,"IGHG1/B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/TYROBP/AGER/SCNN1B/TUBB4B/PRDX1/HLA-E",12
"GO:0002377","GO:0002377","immunoglobulin production","17/262","132/6818",1.04383299010351e-05,0.000390116859674829,0.00035041546287939,"B2M/HLA-DRA/IGLV1-44/IGKV3-15/IGLV2-14/IGLV3-25/HLA-DRB1/HLA-DRB5/XBP1/IGLV3-21/IGLV3-19/HLA-DPA1/HLA-E/IGKV1-5/IGKV3-20/IGLV2-23/IGKV1-17",17
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","8/262","30/6818",1.19782835247457e-05,0.000442340898735253,0.000397324768045137,"B2M/HLA-DRA/HLA-A/HLA-DRB1/HLA-DRB5/HLA-DPA1/HLA-E/CTSE",8
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","7/262","23/6818",1.65002794035856e-05,0.000602163137763794,0.000540882223916917,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/TYROBP/HLA-E",7
"GO:0019882","GO:0019882","antigen processing and presentation","12/262","73/6818",1.8288674071761e-05,0.000659668220588403,0.000592535131798671,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-C/HLA-DRB1/TAPBP/HLA-DRB5/HLA-DPA1/HLA-E/CTSE/PDIA3",12
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","22/262","212/6818",1.86198581151813e-05,0.000663894251417154,0.000596331088092982,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/ATP1B1/NDUFB7",22
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","6/262","17/6818",2.63272242385126e-05,0.000927227395016216,0.000832865354985891,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/HLA-E",6
"GO:0009165","GO:0009165","nucleotide biosynthetic process","18/262","156/6818",2.66032360272222e-05,0.000927227395016216,0.000832865354985891,"COX2/ND5/NDUFS5/ENO1/ND2/ND4L/ATP6/ND3/ND4/H19/NDUFA1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NDUFB7/NNMT",18
"GO:0006954","GO:0006954","inflammatory response","34/262","423/6818",2.8049013346504e-05,0.000966755993342838,0.000868371208516914,"IGHG1/TIMP1/MDK/GRN/SDC1/TNC/SPP1/HLA-DRB1/CCL2/IGFBP4/GSTP1/H19/CALCA/TYROBP/LYZ/TMSB4X/AGER/FABP4/ALOX5AP/APOE/CCL18/SCGB1A1/GPX1/ANXA1/SCNN1B/CXCL17/S100A9/RAC1/HLA-E/VAMP8/PLD3/LGALS1/PLA2G2A/F3",34
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","18/262","158/6818",3.16419361841006e-05,0.00107860753893495,0.000968839850541519,"COX2/ND5/NDUFS5/ENO1/ND2/ND4L/ATP6/ND3/ND4/H19/NDUFA1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NDUFB7/NNMT",18
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","8/262","34/6818",3.25038694405184e-05,0.00109594568483139,0.000984413528707692,"B2M/HLA-DRA/HLA-A/HLA-DRB1/HLA-DRB5/HLA-DPA1/HLA-E/CTSE",8
"GO:0045333","GO:0045333","cellular respiration","17/262","145/6818",3.63369112720505e-05,0.0012120118146871,0.00108866784535504,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/ATP6/CYTB/ND3/ND4/NDUFA1/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0032941","GO:0032941","secretion by tissue","6/262","18/6818",3.82270051635283e-05,0.00123565622470236,0.00110990601200826,"SPINK1/AGR2/SCNN1B/VAMP8/AQP1/AQP5",6
"GO:0006163","GO:0006163","purine nucleotide metabolic process","22/262","222/6818",3.82408115962047e-05,0.00123565622470236,0.00110990601200826,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/ATP1B1/NDUFB7",22
"GO:0009259","GO:0009259","ribonucleotide metabolic process","22/262","222/6818",3.82408115962047e-05,0.00123565622470236,0.00110990601200826,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/ATP1B1/NDUFB7",22
"GO:0031343","GO:0031343","positive regulation of cell killing","7/262","26/6818",4.00932790881486e-05,0.00128215826527255,0.00115167563479468,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/TYROBP/HLA-E",7
"GO:0002440","GO:0002440","production of molecular mediator of immune response","20/262","194/6818",4.95985343342893e-05,0.00156994544392822,0.0014101752994937,"B2M/HLA-DRA/IGLV1-44/IGKV3-15/HLA-A/IGLV2-14/IGLV3-25/HLA-DRB1/LGALS4/PGC/HLA-DRB5/XBP1/IGLV3-21/IGLV3-19/HLA-DPA1/HLA-E/IGKV1-5/IGKV3-20/IGLV2-23/IGKV1-17",20
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","8/262","36/6818",5.06711385630874e-05,0.00158769567497674,0.00142611912574686,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/TYROBP/AGER/HLA-E",8
"GO:0001816","GO:0001816","cytokine production","32/262","399/6818",5.14629820640596e-05,0.00159638170362713,0.0014339211949849,"B2M/LUM/GAPDH/MDK/HLA-B/HLA-A/HLA-DRB1/COL3A1/GSTP1/H19/ISG15/TYROBP/VSIG4/TMSB4X/AGER/SCGB1A1/ANXA1/HSPB1/HSP90AA1/XBP1/CXCL17/RAC1/ALOX15B/HLA-DPA1/HLA-E/PLD3/RPS3/F3/PAEP/EZR/IGHD/EGR1",32
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","7/262","27/6818",5.23676113975906e-05,0.00160835970846858,0.00144468022271415,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/AGER/HLA-E",7
"GO:0019693","GO:0019693","ribose phosphate metabolic process","22/262","229/6818",6.14367473521012e-05,0.00186839990476684,0.00167825665883397,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/ATP1B1/NDUFB7",22
"GO:0006897","GO:0006897","endocytosis","29/262","349/6818",6.28583462563541e-05,0.00189307369016709,0.00170041944343965,"IGHG1/IGHG2/B2M/IGHV1-18/IGHV3-7/SDC1/IGHA1/IGHV5-51/IGHV3-11/IGLC2/LGALS3/IGKC/SFTPA1/AGER/APOE/CD63/IGHV3-23/RAC1/ACTG1/IGHV3-30/IGHV7-4-1/IGHV1-24/IGHV4-39/IGHV4-34/IGHV3-73/IGHV4-59/EZR/IGHD/IGHV3-64D",29
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","8/262","38/6818",7.65994828454286e-05,0.00226296757891923,0.0020326699858832,"ND5/NDUFS5/ND2/ND4/NDUFA1/ND6/ND1/NDUFB7",8
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","8/262","38/6818",7.65994828454286e-05,0.00226296757891923,0.0020326699858832,"ND5/NDUFS5/ND2/ND4/NDUFA1/ND6/ND1/NDUFB7",8
"GO:0002399","GO:0002399","MHC class II protein complex assembly","5/262","13/6818",8.05595976443803e-05,0.0023354754382511,0.00209779886831947,"B2M/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-DPA1",5
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","5/262","13/6818",8.05595976443803e-05,0.0023354754382511,0.00209779886831947,"B2M/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-DPA1",5
"GO:0072521","GO:0072521","purine-containing compound metabolic process","22/262","236/6818",9.64915043789036e-05,0.0027714504313274,0.00248940557593526,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/ATP1B1/NDUFB7",22
"GO:0001817","GO:0001817","regulation of cytokine production","31/262","395/6818",0.000102065904361442,0.00290466454430453,0.00260906276045136,"B2M/LUM/GAPDH/MDK/HLA-B/HLA-A/HLA-DRB1/GSTP1/H19/ISG15/TYROBP/VSIG4/TMSB4X/AGER/SCGB1A1/ANXA1/HSPB1/HSP90AA1/XBP1/CXCL17/RAC1/ALOX15B/HLA-DPA1/HLA-E/PLD3/RPS3/F3/PAEP/EZR/IGHD/EGR1",31
"GO:0031347","GO:0031347","regulation of defense response","27/262","326/6818",0.000120591837001687,0.00340068980344756,0.00305460854108578,"MDK/GRN/HLA-B/HLA-A/TNC/HLA-DRB1/GSTP1/ISG15/PGC/TYROBP/VSIG4/TMSB4X/AGER/FABP4/ALOX5AP/APOE/SCGB1A1/GPX1/ANXA1/HSP90AA1/CXCL17/S100A9/GRP/HLA-E/VAMP8/LGALS1/PLA2G2A",27
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","6/262","22/6818",0.000134927096543172,0.00377066534663892,0.00338693242816289,"B2M/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-DPA1/CTSE",6
"GO:0010035","GO:0010035","response to inorganic substance","25/262","298/6818",0.000177727322258228,0.00492241208611628,0.00442146825204445,"B2M/COX1/ND5/SDC1/BSG/FGA/H19/FGG/HSPA5/FABP4/ALOX5AP/HBA2/SCGB1A1/GPX1/ANXA1/RACK1/ND6/ACTG1/ASCL1/PRDX1/AQP1/AREG/RPS3/RHOB/MT2A",25
"GO:0022900","GO:0022900","electron transport chain","14/262","120/6818",0.00018781656560216,0.00515581403980442,0.0046311173651506,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/CYTB/ND3/ND4/NDUFA1/ND6/ND1/NDUFB7",14
"GO:0048871","GO:0048871","multicellular organismal homeostasis","23/262","265/6818",0.000197328133271984,0.00536940236324294,0.00482296924072893,"B2M/IGHA1/SPP1/IGKC/COL3A1/CALCA/TFF3/LYZ/FABP4/NAPSA/GPX1/SCNN1A/SCNN1B/HSPB1/PIGR/GNAS/BPIFA1/ACTG1/PRDX1/AQP1/VSIG1/LCN2/EGR1",23
"GO:0042542","GO:0042542","response to hydrogen peroxide","11/262","80/6818",0.000217297889381617,0.00586137437271109,0.00526487426263743,"ND5/SDC1/HBA2/GPX1/ANXA1/RACK1/ND6/AQP1/AREG/RPS3/RHOB",11
"GO:0031341","GO:0031341","regulation of cell killing","8/262","44/6818",0.000227281580853247,0.00604812659508155,0.00543262109239569,"B2M/HLA-DRA/HLA-B/HLA-A/HLA-DRB1/TYROBP/AGER/HLA-E",8
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","6/262","24/6818",0.000228120829021451,0.00604812659508155,0.00543262109239569,"B2M/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-DPA1/CTSE",6
"GO:0009117","GO:0009117","nucleotide metabolic process","24/262","288/6818",0.000265687756684517,0.00698443577318112,0.00627364399593146,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NAXE/ATP1B1/NDUFB7/NNMT",24
"GO:1902600","GO:1902600","proton transmembrane transport","11/262","82/6818",0.000271311086231321,0.00707232764276938,0.00635259128929063,"COX2/COX1/ND5/COX3/ATP6/CYTB/ND4/TMSB4X/ATP8/ATP5F1B/ATP1B1",11
"GO:0050727","GO:0050727","regulation of inflammatory response","19/262","203/6818",0.000276036034333479,0.00713553148752043,0.0064093630077256,"MDK/GRN/TNC/HLA-DRB1/GSTP1/TMSB4X/AGER/FABP4/ALOX5AP/APOE/SCGB1A1/GPX1/ANXA1/CXCL17/S100A9/HLA-E/VAMP8/LGALS1/PLA2G2A",19
"GO:0061024","GO:0061024","membrane organization","33/262","457/6818",0.000293793911645234,0.0075318075530869,0.00676531086668058,"IGHG1/IGHG2/SLC25A6/IGHV1-18/IGHV3-7/IGHA1/IGHV5-51/IGHV3-11/S100A10/IGLC2/IGKC/APOE/ANXA1/HSP90AA1/IGHV3-23/ROMO1/S100A9/RAC1/IGHV3-30/NAXE/NPC2/VAMP8/ATP1B1/IGHV7-4-1/IGHV1-24/IGHV4-39/IGHV4-34/IGHV3-73/IGHV4-59/TMED9/SNX3/IGHD/IGHV3-64D",33
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","24/262","293/6818",0.000343483440305214,0.00873348878546537,0.00784469945200952,"COX2/ND5/GAPDH/PGK1/NDUFS5/ENO1/ND2/ND4L/ATP6/LDHA/ND3/ND4/H19/NDUFA1/TPI1/TMSB4X/ND6/ND1/ATP8/ATP5F1B/NAXE/ATP1B1/NDUFB7/NNMT",24
"GO:0007589","GO:0007589","body fluid secretion","8/262","47/6818",0.000364946660570832,0.00914956559397366,0.00821843297269954,"COX2/SPINK1/AGR2/SCNN1B/XBP1/VAMP8/AQP1/AQP5",8
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","6/262","26/6818",0.000365746658173028,0.00914956559397366,0.00821843297269954,"B2M/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-DPA1/CTSE",6
"GO:0006595","GO:0006595","polyamine metabolic process","4/262","10/6818",0.000372632612339373,0.00917386002759313,0.00824025501138112,"SAT1/OAZ1/NNMT/ODC1",4
"GO:2001169","GO:2001169","regulation of ATP biosynthetic process","4/262","10/6818",0.000372632612339373,0.00917386002759313,0.00824025501138112,"COX2/ENO1/H19/TMSB4X",4
"GO:0001819","GO:0001819","positive regulation of cytokine production","22/262","261/6818",0.000410257918544009,0.0100206304198702,0.00900085130862821,"B2M/LUM/GAPDH/MDK/HLA-A/H19/ISG15/TYROBP/AGER/ANXA1/HSPB1/HSP90AA1/XBP1/CXCL17/ALOX15B/HLA-DPA1/HLA-E/RPS3/F3/PAEP/IGHD/EGR1",22
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","7/262","37/6818",0.000436768455410554,0.0105848105365902,0.00950761596605047,"LY6E/HLA-DRB1/IFITM3/BPIFA1/LGALS1/SNX3/IFITM1",7
"GO:0046596","GO:0046596","regulation of viral entry into host cell","6/262","27/6818",0.000455283528680297,0.0109479806664053,0.00983382701278454,"LY6E/HLA-DRB1/IFITM3/LGALS1/SNX3/IFITM1",6
"GO:0051591","GO:0051591","response to cAMP","8/262","50/6818",0.000563956045532369,0.0134568588710878,0.0120873818018152,"ZFP36L1/IGFBP5/SDC1/BSG/HSPA5/AQP1/AREG/EZR",8
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","17/262","183/6818",0.00062972753538045,0.0149115634713752,0.0133940440831824,"COX2/COX1/ND5/NDUFS5/COX3/ND2/ND4L/ATP6/CYTB/ND3/ND4/NDUFA1/ND6/ND1/ATP8/ATP5F1B/NDUFB7",17
"GO:0007566","GO:0007566","embryo implantation","7/262","40/6818",0.000716754591405446,0.016843732898028,0.0151295805697784,"TIMP1/SPP1/BSG/CALCA/SCGB1A1/TRIM28/H3-3B",7
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","8/262","52/6818",0.000739712922446475,0.0172525525220223,0.0154967954548146,"GAPDH/LGALS4/PGC/CXCL14/FAU/ROMO1/S100A9/BPIFA1",8
"GO:0007586","GO:0007586","digestion","9/262","65/6818",0.000771206966638475,0.0178528657500936,0.0160360160305738,"MDK/SPINK1/TFF3/PGC/AQP1/PRSS2/VSIG1/AQP5/EZR",9
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","4/262","12/6818",0.000826347519841271,0.0187104380039973,0.0168063149060303,"LY6E/IFITM3/SNX3/IFITM1",4
"GO:0098760","GO:0098760","response to interleukin-7","4/262","12/6818",0.000826347519841271,0.0187104380039973,0.0168063149060303,"ATP5F1B/YBX1/HDGF/PDIA3",4
"GO:0098761","GO:0098761","cellular response to interleukin-7","4/262","12/6818",0.000826347519841271,0.0187104380039973,0.0168063149060303,"ATP5F1B/YBX1/HDGF/PDIA3",4
"GO:0001894","GO:0001894","tissue homeostasis","14/262","139/6818",0.000856167497208216,0.019245156350289,0.0172866160572856,"B2M/IGHA1/SPP1/IGKC/COL3A1/CALCA/TFF3/LYZ/NAPSA/HSPB1/PIGR/ACTG1/PRDX1/VSIG1",14
"GO:0050878","GO:0050878","regulation of body fluid levels","18/262","206/6818",0.000907119207439925,0.0202403877481702,0.0181805647865237,"COX2/COL3A1/SPINK1/AGR2/FGA/FGG/APOE/SCNN1A/SCNN1B/HSPB1/XBP1/GNAS/BPIFA1/ACTG1/VAMP8/AQP1/AQP5/F3",18
"GO:0006979","GO:0006979","response to oxidative stress","20/262","241/6818",0.000913492677222382,0.0202403877481702,0.0181805647865237,"COX1/ND5/SDC1/ND3/GSTP1/H19/APOE/HBA2/SCGB1A1/GPX1/ANXA1/RACK1/HSPB1/ND6/ROMO1/PRDX1/AQP1/AREG/RPS3/RHOB",20
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","8/262","54/6818",0.000957091389362524,0.0209077288014264,0.0187799919024655,"ND5/NDUFS5/ND2/ND4/NDUFA1/ND6/ND1/NDUFB7",8
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","8/262","54/6818",0.000957091389362524,0.0209077288014264,0.0187799919024655,"RNASE1/HLA-A/LYZ/FAU/ROMO1/CHGA/HLA-E/PLA2G2A",8
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","22/262","278/6818",0.00096537857377773,0.0209412890619477,0.0188101368037516,"COX2/COX1/ND5/GAPDH/PGK1/NDUFS5/COX3/ENO1/ND2/ND4L/ATP6/CYTB/LDHA/ND3/ND4/NDUFA1/TPI1/ND6/ND1/ATP8/ATP5F1B/NDUFB7",22
"GO:0050870","GO:0050870","positive regulation of T cell activation","14/262","141/6818",0.000986181238980465,0.0212439875230375,0.0190820302600972,"B2M/MDK/HLA-DRA/HLA-A/HLA-DRB1/CCL2/AGER/ANXA1/HLA-DRB5/XBP1/HLA-DPA1/HLA-E/RPS3/LGALS1",14
"GO:0071621","GO:0071621","granulocyte chemotaxis","10/262","81/6818",0.000998873725923876,0.0213690089504542,0.0191943285119456,"MDK/CCL2/LGALS3/BSG/CCL18/ANXA1/CXCL17/S100A9/RAC1/S100A14",10
